classifier_species,test_file_name,species,present,probability_present
woodhouses_toad,bullfrog-neg-t-11113588_1.wav,bullfrog,0,0.014810217544436455
woodhouses_toad,bullfrog-neg-t-11113588_10.wav,bullfrog,0,0.008837838657200336
woodhouses_toad,bullfrog-neg-t-11113588_100.wav,bullfrog,0,0.026131821796298027
woodhouses_toad,bullfrog-neg-t-11113588_101.wav,bullfrog,0,0.026328906416893005
woodhouses_toad,bullfrog-neg-t-11113588_102.wav,bullfrog,0,0.01155371218919754
woodhouses_toad,bullfrog-neg-t-11113588_103.wav,bullfrog,0,0.012975918129086494
woodhouses_toad,bullfrog-neg-t-11113588_104.wav,bullfrog,0,0.014134908095002174
woodhouses_toad,bullfrog-neg-t-11113588_105.wav,bullfrog,0,0.010491279885172844
woodhouses_toad,bullfrog-neg-t-11113588_106.wav,bullfrog,0,0.031224770471453667
woodhouses_toad,bullfrog-neg-t-11113588_107.wav,bullfrog,0,0.015027504414319992
woodhouses_toad,bullfrog-neg-t-11113588_108.wav,bullfrog,0,0.011781366541981697
woodhouses_toad,bullfrog-neg-t-11113588_109.wav,bullfrog,0,0.01938113197684288
woodhouses_toad,bullfrog-neg-t-11113588_11.wav,bullfrog,0,0.01607358083128929
woodhouses_toad,bullfrog-neg-t-11113588_110.wav,bullfrog,0,0.22229689359664917
woodhouses_toad,bullfrog-neg-t-11113588_111.wav,bullfrog,0,0.013980193994939327
woodhouses_toad,bullfrog-neg-t-11113588_112.wav,bullfrog,0,0.008204229176044464
woodhouses_toad,bullfrog-neg-t-11113588_113.wav,bullfrog,0,0.03452662378549576
woodhouses_toad,bullfrog-neg-t-11113588_114.wav,bullfrog,0,0.020200200378894806
woodhouses_toad,bullfrog-neg-t-11113588_115.wav,bullfrog,0,0.011607500724494457
woodhouses_toad,bullfrog-neg-t-11113588_116.wav,bullfrog,0,0.019048962742090225
woodhouses_toad,bullfrog-neg-t-11113588_117.wav,bullfrog,0,0.012213941663503647
woodhouses_toad,bullfrog-neg-t-11113588_118.wav,bullfrog,0,0.01684132218360901
woodhouses_toad,bullfrog-neg-t-11113588_119.wav,bullfrog,0,0.0396418496966362
woodhouses_toad,bullfrog-neg-t-11113588_12.wav,bullfrog,0,0.04428621754050255
woodhouses_toad,bullfrog-neg-t-11113588_120.wav,bullfrog,0,0.013573023490607738
woodhouses_toad,bullfrog-neg-t-11113588_121.wav,bullfrog,0,0.03249917924404144
woodhouses_toad,bullfrog-neg-t-11113588_122.wav,bullfrog,0,0.018831316381692886
woodhouses_toad,bullfrog-neg-t-11113588_123.wav,bullfrog,0,0.014161818660795689
woodhouses_toad,bullfrog-neg-t-11113588_124.wav,bullfrog,0,0.010768829844892025
woodhouses_toad,bullfrog-neg-t-11113588_125.wav,bullfrog,0,0.011923316866159439
woodhouses_toad,bullfrog-neg-t-11113588_126.wav,bullfrog,0,0.02198009192943573
woodhouses_toad,bullfrog-neg-t-11113588_127.wav,bullfrog,0,0.019822178408503532
woodhouses_toad,bullfrog-neg-t-11113588_128.wav,bullfrog,0,0.021003473550081253
woodhouses_toad,bullfrog-neg-t-11113588_129.wav,bullfrog,0,0.02045467309653759
woodhouses_toad,bullfrog-neg-t-11113588_13.wav,bullfrog,0,0.03451111540198326
woodhouses_toad,bullfrog-neg-t-11113588_130.wav,bullfrog,0,0.014903268776834011
woodhouses_toad,bullfrog-neg-t-11113588_131.wav,bullfrog,0,0.015597706660628319
woodhouses_toad,bullfrog-neg-t-11113588_132.wav,bullfrog,0,0.018561456352472305
woodhouses_toad,bullfrog-neg-t-11113588_133.wav,bullfrog,0,0.013126012869179249
woodhouses_toad,bullfrog-neg-t-11113588_134.wav,bullfrog,0,0.26205959916114807
woodhouses_toad,bullfrog-neg-t-11113588_135.wav,bullfrog,0,0.013408558443188667
woodhouses_toad,bullfrog-neg-t-11113588_136.wav,bullfrog,0,0.017239108681678772
woodhouses_toad,bullfrog-neg-t-11113588_137.wav,bullfrog,0,0.014154874719679356
woodhouses_toad,bullfrog-neg-t-11113588_138.wav,bullfrog,0,0.034025225788354874
woodhouses_toad,bullfrog-neg-t-11113588_139.wav,bullfrog,0,0.09871847927570343
woodhouses_toad,bullfrog-neg-t-11113588_14.wav,bullfrog,0,0.01935797557234764
woodhouses_toad,bullfrog-neg-t-11113588_140.wav,bullfrog,0,0.04199245944619179
woodhouses_toad,bullfrog-neg-t-11113588_141.wav,bullfrog,0,0.021529436111450195
woodhouses_toad,bullfrog-neg-t-11113588_142.wav,bullfrog,0,0.07746659219264984
woodhouses_toad,bullfrog-neg-t-11113588_15.wav,bullfrog,0,0.010065559297800064
woodhouses_toad,bullfrog-neg-t-11113588_16.wav,bullfrog,0,0.019273119047284126
woodhouses_toad,bullfrog-neg-t-11113588_17.wav,bullfrog,0,0.13215911388397217
woodhouses_toad,bullfrog-neg-t-11113588_18.wav,bullfrog,0,0.037386614829301834
woodhouses_toad,bullfrog-neg-t-11113588_19.wav,bullfrog,0,0.015911765396595
woodhouses_toad,bullfrog-neg-t-11113588_2.wav,bullfrog,0,0.4482366144657135
woodhouses_toad,bullfrog-neg-t-11113588_20.wav,bullfrog,0,0.04491433501243591
woodhouses_toad,bullfrog-neg-t-11113588_21.wav,bullfrog,0,0.01525073405355215
woodhouses_toad,bullfrog-neg-t-11113588_22.wav,bullfrog,0,0.013920988887548447
woodhouses_toad,bullfrog-neg-t-11113588_23.wav,bullfrog,0,0.015567337162792683
woodhouses_toad,bullfrog-neg-t-11113588_24.wav,bullfrog,0,0.03015189990401268
woodhouses_toad,bullfrog-neg-t-11113588_25.wav,bullfrog,0,0.013817022554576397
woodhouses_toad,bullfrog-neg-t-11113588_258.wav,bullfrog,0,0.3711285889148712
woodhouses_toad,bullfrog-neg-t-11113588_26.wav,bullfrog,0,0.022333979606628418
woodhouses_toad,bullfrog-neg-t-11113588_27.wav,bullfrog,0,0.014263592660427094
woodhouses_toad,bullfrog-neg-t-11113588_28.wav,bullfrog,0,0.03177216276526451
woodhouses_toad,bullfrog-neg-t-11113588_29.wav,bullfrog,0,0.03075755201280117
woodhouses_toad,bullfrog-neg-t-11113588_3.wav,bullfrog,0,0.15175293385982513
woodhouses_toad,bullfrog-neg-t-11113588_30.wav,bullfrog,0,0.009550121612846851
woodhouses_toad,bullfrog-neg-t-11113588_31.wav,bullfrog,0,0.033965326845645905
woodhouses_toad,bullfrog-neg-t-11113588_32.wav,bullfrog,0,0.013810969889163971
woodhouses_toad,bullfrog-neg-t-11113588_33.wav,bullfrog,0,0.014255496673285961
woodhouses_toad,bullfrog-neg-t-11113588_34.wav,bullfrog,0,0.009896690025925636
woodhouses_toad,bullfrog-neg-t-11113588_35.wav,bullfrog,0,0.013179587200284004
woodhouses_toad,bullfrog-neg-t-11113588_36.wav,bullfrog,0,0.019472453743219376
woodhouses_toad,bullfrog-neg-t-11113588_37.wav,bullfrog,0,0.19337816536426544
woodhouses_toad,bullfrog-neg-t-11113588_375.wav,bullfrog,0,0.07050354778766632
woodhouses_toad,bullfrog-neg-t-11113588_376.wav,bullfrog,0,0.4063158333301544
woodhouses_toad,bullfrog-neg-t-11113588_377.wav,bullfrog,0,0.021290048956871033
woodhouses_toad,bullfrog-neg-t-11113588_378.wav,bullfrog,0,0.01763211190700531
woodhouses_toad,bullfrog-neg-t-11113588_379.wav,bullfrog,0,0.023021455854177475
woodhouses_toad,bullfrog-neg-t-11113588_38.wav,bullfrog,0,0.01891268976032734
woodhouses_toad,bullfrog-neg-t-11113588_380.wav,bullfrog,0,0.009969530627131462
woodhouses_toad,bullfrog-neg-t-11113588_381.wav,bullfrog,0,0.011374978348612785
woodhouses_toad,bullfrog-neg-t-11113588_382.wav,bullfrog,0,0.15414348244667053
woodhouses_toad,bullfrog-neg-t-11113588_383.wav,bullfrog,0,0.23743927478790283
woodhouses_toad,bullfrog-neg-t-11113588_384.wav,bullfrog,0,0.012212584726512432
woodhouses_toad,bullfrog-neg-t-11113588_385.wav,bullfrog,0,0.10631205141544342
woodhouses_toad,bullfrog-neg-t-11113588_386.wav,bullfrog,0,0.09212798625230789
woodhouses_toad,bullfrog-neg-t-11113588_387.wav,bullfrog,0,0.04955453798174858
woodhouses_toad,bullfrog-neg-t-11113588_388.wav,bullfrog,0,0.11902005225419998
woodhouses_toad,bullfrog-neg-t-11113588_389.wav,bullfrog,0,0.04771430417895317
woodhouses_toad,bullfrog-neg-t-11113588_39.wav,bullfrog,0,0.016728844493627548
woodhouses_toad,bullfrog-neg-t-11113588_390.wav,bullfrog,0,0.0105300797149539
woodhouses_toad,bullfrog-neg-t-11113588_391.wav,bullfrog,0,0.006587911397218704
woodhouses_toad,bullfrog-neg-t-11113588_392.wav,bullfrog,0,0.08647994697093964
woodhouses_toad,bullfrog-neg-t-11113588_393.wav,bullfrog,0,0.09937635064125061
woodhouses_toad,bullfrog-neg-t-11113588_394.wav,bullfrog,0,0.020090943202376366
woodhouses_toad,bullfrog-neg-t-11113588_395.wav,bullfrog,0,0.3263527750968933
woodhouses_toad,bullfrog-neg-t-11113588_396.wav,bullfrog,0,0.017725370824337006
woodhouses_toad,bullfrog-neg-t-11113588_397.wav,bullfrog,0,0.06671188026666641
woodhouses_toad,bullfrog-neg-t-11113588_398.wav,bullfrog,0,0.016165873035788536
woodhouses_toad,bullfrog-neg-t-11113588_399.wav,bullfrog,0,0.8783632516860962
woodhouses_toad,bullfrog-neg-t-11113588_4.wav,bullfrog,0,0.03573194146156311
woodhouses_toad,bullfrog-neg-t-11113588_40.wav,bullfrog,0,0.013788865879178047
woodhouses_toad,bullfrog-neg-t-11113588_400.wav,bullfrog,0,0.024783704429864883
woodhouses_toad,bullfrog-neg-t-11113588_401.wav,bullfrog,0,0.6509190201759338
woodhouses_toad,bullfrog-neg-t-11113588_403.wav,bullfrog,0,0.02248460054397583
woodhouses_toad,bullfrog-neg-t-11113588_404.wav,bullfrog,0,0.22113730013370514
woodhouses_toad,bullfrog-neg-t-11113588_405.wav,bullfrog,0,0.812639594078064
woodhouses_toad,bullfrog-neg-t-11113588_406.wav,bullfrog,0,0.01593603752553463
woodhouses_toad,bullfrog-neg-t-11113588_407.wav,bullfrog,0,0.5370144248008728
woodhouses_toad,bullfrog-neg-t-11113588_408.wav,bullfrog,0,0.2580116093158722
woodhouses_toad,bullfrog-neg-t-11113588_409.wav,bullfrog,0,0.3012627959251404
woodhouses_toad,bullfrog-neg-t-11113588_41.wav,bullfrog,0,0.014506087638437748
woodhouses_toad,bullfrog-neg-t-11113588_410.wav,bullfrog,0,0.35573551058769226
woodhouses_toad,bullfrog-neg-t-11113588_42.wav,bullfrog,0,0.01630125567317009
woodhouses_toad,bullfrog-neg-t-11113588_43.wav,bullfrog,0,0.37756308913230896
woodhouses_toad,bullfrog-neg-t-11113588_438.wav,bullfrog,0,0.019657548516988754
woodhouses_toad,bullfrog-neg-t-11113588_439.wav,bullfrog,0,0.19952155649662018
woodhouses_toad,bullfrog-neg-t-11113588_44.wav,bullfrog,0,0.00939146801829338
woodhouses_toad,bullfrog-neg-t-11113588_440.wav,bullfrog,0,0.012736204080283642
woodhouses_toad,bullfrog-neg-t-11113588_441.wav,bullfrog,0,0.19893701374530792
woodhouses_toad,bullfrog-neg-t-11113588_442.wav,bullfrog,0,0.8261776566505432
woodhouses_toad,bullfrog-neg-t-11113588_443.wav,bullfrog,0,0.029017649590969086
woodhouses_toad,bullfrog-neg-t-11113588_444.wav,bullfrog,0,0.027291424572467804
woodhouses_toad,bullfrog-neg-t-11113588_445.wav,bullfrog,0,0.01263313740491867
woodhouses_toad,bullfrog-neg-t-11113588_446.wav,bullfrog,0,0.009787674061954021
woodhouses_toad,bullfrog-neg-t-11113588_447.wav,bullfrog,0,0.05680108442902565
woodhouses_toad,bullfrog-neg-t-11113588_448.wav,bullfrog,0,0.01688622497022152
woodhouses_toad,bullfrog-neg-t-11113588_449.wav,bullfrog,0,0.01429339125752449
woodhouses_toad,bullfrog-neg-t-11113588_45.wav,bullfrog,0,0.021951330825686455
woodhouses_toad,bullfrog-neg-t-11113588_450.wav,bullfrog,0,0.012205797247588634
woodhouses_toad,bullfrog-neg-t-11113588_451.wav,bullfrog,0,0.043204352259635925
woodhouses_toad,bullfrog-neg-t-11113588_452.wav,bullfrog,0,0.013522246852517128
woodhouses_toad,bullfrog-neg-t-11113588_453.wav,bullfrog,0,0.012844645418226719
woodhouses_toad,bullfrog-neg-t-11113588_454.wav,bullfrog,0,0.018124423921108246
woodhouses_toad,bullfrog-neg-t-11113588_455.wav,bullfrog,0,0.016187572851777077
woodhouses_toad,bullfrog-neg-t-11113588_456.wav,bullfrog,0,0.021378234028816223
woodhouses_toad,bullfrog-neg-t-11113588_457.wav,bullfrog,0,0.008694657124578953
woodhouses_toad,bullfrog-neg-t-11113588_458.wav,bullfrog,0,0.030892767012119293
woodhouses_toad,bullfrog-neg-t-11113588_459.wav,bullfrog,0,0.016179727390408516
woodhouses_toad,bullfrog-neg-t-11113588_46.wav,bullfrog,0,0.011677023954689503
woodhouses_toad,bullfrog-neg-t-11113588_460.wav,bullfrog,0,0.014568868093192577
woodhouses_toad,bullfrog-neg-t-11113588_461.wav,bullfrog,0,0.03813024237751961
woodhouses_toad,bullfrog-neg-t-11113588_462.wav,bullfrog,0,0.02284345217049122
woodhouses_toad,bullfrog-neg-t-11113588_463.wav,bullfrog,0,0.022329181432724
woodhouses_toad,bullfrog-neg-t-11113588_464.wav,bullfrog,0,0.029123853892087936
woodhouses_toad,bullfrog-neg-t-11113588_465.wav,bullfrog,0,0.015173605643212795
woodhouses_toad,bullfrog-neg-t-11113588_466.wav,bullfrog,0,0.012246580794453621
woodhouses_toad,bullfrog-neg-t-11113588_467.wav,bullfrog,0,0.016173429787158966
woodhouses_toad,bullfrog-neg-t-11113588_468.wav,bullfrog,0,0.011424358002841473
woodhouses_toad,bullfrog-neg-t-11113588_469.wav,bullfrog,0,0.012698067352175713
woodhouses_toad,bullfrog-neg-t-11113588_47.wav,bullfrog,0,0.015091356821358204
woodhouses_toad,bullfrog-neg-t-11113588_470.wav,bullfrog,0,0.08764799684286118
woodhouses_toad,bullfrog-neg-t-11113588_471.wav,bullfrog,0,0.018378056585788727
woodhouses_toad,bullfrog-neg-t-11113588_472.wav,bullfrog,0,0.01517642941325903
woodhouses_toad,bullfrog-neg-t-11113588_473.wav,bullfrog,0,0.013182279653847218
woodhouses_toad,bullfrog-neg-t-11113588_474.wav,bullfrog,0,0.0270705446600914
woodhouses_toad,bullfrog-neg-t-11113588_475.wav,bullfrog,0,0.018173307180404663
woodhouses_toad,bullfrog-neg-t-11113588_476.wav,bullfrog,0,0.022752856835722923
woodhouses_toad,bullfrog-neg-t-11113588_477.wav,bullfrog,0,0.023569585755467415
woodhouses_toad,bullfrog-neg-t-11113588_478.wav,bullfrog,0,0.012126623652875423
woodhouses_toad,bullfrog-neg-t-11113588_479.wav,bullfrog,0,0.015579245053231716
woodhouses_toad,bullfrog-neg-t-11113588_48.wav,bullfrog,0,0.008426274172961712
woodhouses_toad,bullfrog-neg-t-11113588_480.wav,bullfrog,0,0.013033057563006878
woodhouses_toad,bullfrog-neg-t-11113588_481.wav,bullfrog,0,0.039521217346191406
woodhouses_toad,bullfrog-neg-t-11113588_482.wav,bullfrog,0,0.006148797459900379
woodhouses_toad,bullfrog-neg-t-11113588_483.wav,bullfrog,0,0.0120204146951437
woodhouses_toad,bullfrog-neg-t-11113588_484.wav,bullfrog,0,0.011877557262778282
woodhouses_toad,bullfrog-neg-t-11113588_485.wav,bullfrog,0,0.022543607279658318
