file,present
/Users/amy/Desktop/new_soundhub/audio/field_cricket/data/neg/field_cricket-neg-humvoc_491.wav,False
/Users/amy/Desktop/new_soundhub/audio/field_cricket/data/neg/field_cricket-neg-t-11127057_308.wav,False
/Users/amy/Desktop/new_soundhub/audio/field_cricket/data/neg/field_cricket-neg-frwrks_34.wav,False
/Users/amy/Desktop/new_soundhub/audio/field_cricket/data/neg/field_cricket-neg-t-11113588_44.wav,False
/Users/amy/Desktop/new_soundhub/audio/field_cricket/data/neg/field_cricket-neg-gungun_95.wav,False
/Users/amy/Desktop/new_soundhub/audio/field_cricket/data/neg/field_cricket-neg-t-11127057_387.wav,False
/Users/amy/Desktop/new_soundhub/audio/field_cricket/data/neg/field_cricket-neg-frwrks_2.wav,False
/Users/amy/Desktop/new_soundhub/audio/field_cricket/data/neg/field_cricket-neg-t-11113588_105.wav,False
/Users/amy/Desktop/new_soundhub/audio/field_cricket/data/neg/field_cricket-neg-gungun_50.wav,False
/Users/amy/Desktop/new_soundhub/audio/field_cricket/data/neg/field_cricket-neg-gungun_140.wav,False
/Users/amy/Desktop/new_soundhub/audio/field_cricket/data/neg/field_cricket-neg-humvoc_199.wav,False
/Users/amy/Desktop/new_soundhub/audio/field_cricket/data/neg/field_cricket-neg-t-11127057_376.wav,False
/Users/amy/Desktop/new_soundhub/audio/field_cricket/data/neg/field_cricket-neg-humvoc_593.wav,False
/Users/amy/Desktop/new_soundhub/audio/field_cricket/data/neg/field_cricket-neg-frwrks_25.wav,False
/Users/amy/Desktop/new_soundhub/audio/field_cricket/data/neg/field_cricket-neg-humvoc_583.wav,False
/Users/amy/Desktop/new_soundhub/audio/field_cricket/data/neg/field_cricket-neg-frwrks_13.wav,False
/Users/amy/Desktop/new_soundhub/audio/field_cricket/data/neg/field_cricket-neg-t-11113588_115.wav,False
/Users/amy/Desktop/new_soundhub/audio/field_cricket/data/neg/field_cricket-neg-gungun_66.wav,False
/Users/amy/Desktop/new_soundhub/audio/field_cricket/data/neg/field_cricket-neg-gungun_62.wav,False
/Users/amy/Desktop/new_soundhub/audio/field_cricket/data/neg/field_cricket-neg-gungun_58.wav,False
/Users/amy/Desktop/new_soundhub/audio/field_cricket/data/neg/field_cricket-neg-t-11113588_397.wav,False
/Users/amy/Desktop/new_soundhub/audio/field_cricket/data/neg/field_cricket-neg-humvoc_602.wav,False
/Users/amy/Desktop/new_soundhub/audio/field_cricket/data/neg/field_cricket-neg-frwrks_46.wav,False
/Users/amy/Desktop/new_soundhub/audio/field_cricket/data/neg/field_cricket-neg-humvoc_557.wav,False
/Users/amy/Desktop/new_soundhub/audio/field_cricket/data/neg/field_cricket-neg-frwrks_6.wav,False
/Users/amy/Desktop/new_soundhub/audio/field_cricket/data/neg/field_cricket-neg-t-11113588_45.wav,False
/Users/amy/Desktop/new_soundhub/audio/field_cricket/data/neg/field_cricket-neg-frwrks_48.wav,False
/Users/amy/Desktop/new_soundhub/audio/field_cricket/data/neg/field_cricket-neg-frwrks_1.wav,False
/Users/amy/Desktop/new_soundhub/audio/field_cricket/data/neg/field_cricket-neg-t-11113588_379.wav,False
/Users/amy/Desktop/new_soundhub/audio/field_cricket/data/neg/field_cricket-neg-humvoc_603.wav,False
/Users/amy/Desktop/new_soundhub/audio/field_cricket/data/neg/field_cricket-neg-humvoc_546.wav,False
/Users/amy/Desktop/new_soundhub/audio/field_cricket/data/neg/field_cricket-neg-t-11113588_114.wav,False
/Users/amy/Desktop/new_soundhub/audio/field_cricket/data/neg/field_cricket-neg-t-11113588_120.wav,False
/Users/amy/Desktop/new_soundhub/audio/field_cricket/data/neg/field_cricket-neg-t-11113588_4.wav,False
/Users/amy/Desktop/new_soundhub/audio/field_cricket/data/neg/field_cricket-neg-gungun_60.wav,False
/Users/amy/Desktop/new_soundhub/audio/field_cricket/data/neg/field_cricket-neg-t-11127057_385.wav,False
/Users/amy/Desktop/new_soundhub/audio/field_cricket/data/neg/field_cricket-neg-t-11113588_21.wav,False
/Users/amy/Desktop/new_soundhub/audio/field_cricket/data/neg/field_cricket-neg-humvoc_592.wav,False
/Users/amy/Desktop/new_soundhub/audio/field_cricket/data/neg/field_cricket-neg-gungun_61.wav,False
/Users/amy/Desktop/new_soundhub/audio/field_cricket/data/neg/field_cricket-neg-humvoc_594.wav,False
/Users/amy/Desktop/new_soundhub/audio/field_cricket/data/neg/field_cricket-neg-frwrks_16.wav,False
/Users/amy/Desktop/new_soundhub/audio/field_cricket/data/neg/field_cricket-neg-humvoc_556.wav,False
/Users/amy/Desktop/new_soundhub/audio/field_cricket/data/neg/field_cricket-neg-t-11113588_469.wav,False
/Users/amy/Desktop/new_soundhub/audio/field_cricket/data/neg/field_cricket-neg-frwrks_106.wav,False
/Users/amy/Desktop/new_soundhub/audio/field_cricket/data/neg/field_cricket-neg-t-11844438_46.wav,False
/Users/amy/Desktop/new_soundhub/audio/field_cricket/data/neg/field_cricket-neg-frwrks_113.wav,False
/Users/amy/Desktop/new_soundhub/audio/field_cricket/data/neg/field_cricket-neg-frwrks_105.wav,False
/Users/amy/Desktop/new_soundhub/audio/field_cricket/data/neg/field_cricket-neg-t-11844438_146.wav,False
/Users/amy/Desktop/new_soundhub/audio/field_cricket/data/neg/field_cricket-neg-gungun_51.wav,False
/Users/amy/Desktop/new_soundhub/audio/field_cricket/data/neg/field_cricket-neg-gungun_90.wav,False
/Users/amy/Desktop/new_soundhub/audio/field_cricket/data/neg/field_cricket-neg-humvoc_591.wav,False
/Users/amy/Desktop/new_soundhub/audio/field_cricket/data/neg/field_cricket-neg-gungun_1.wav,False
/Users/amy/Desktop/new_soundhub/audio/field_cricket/data/neg/field_cricket-neg-t-11113588_405.wav,False
/Users/amy/Desktop/new_soundhub/audio/field_cricket/data/neg/field_cricket-neg-frwrks_114.wav,False
/Users/amy/Desktop/new_soundhub/audio/field_cricket/data/neg/field_cricket-neg-humvoc_597.wav,False
/Users/amy/Desktop/new_soundhub/audio/field_cricket/data/neg/field_cricket-neg-frwrks_27.wav,False
/Users/amy/Desktop/new_soundhub/audio/field_cricket/data/neg/field_cricket-neg-frwrks_20.wav,False
/Users/amy/Desktop/new_soundhub/audio/field_cricket/data/neg/field_cricket-neg-humvoc_590.wav,False
