file,present
/Users/amy/Desktop/new_soundhub/audio/human_vocal/data/neg/human_vocal-neg-humvoc_117.wav,False
/Users/amy/Desktop/new_soundhub/audio/human_vocal/data/neg/human_vocal-neg-humvoc_158.wav,False
/Users/amy/Desktop/new_soundhub/audio/human_vocal/data/neg/human_vocal-neg-humvoc_604.wav,False
/Users/amy/Desktop/new_soundhub/audio/human_vocal/data/neg/human_vocal-neg-humvoc_453.wav,False
/Users/amy/Desktop/new_soundhub/audio/human_vocal/data/neg/human_vocal-neg-humvoc_164.wav,False
/Users/amy/Desktop/new_soundhub/audio/human_vocal/data/neg/human_vocal-neg-humvoc_420.wav,False
/Users/amy/Desktop/new_soundhub/audio/human_vocal/data/neg/human_vocal-neg-humvoc_323.wav,False
/Users/amy/Desktop/new_soundhub/audio/human_vocal/data/neg/human_vocal-neg-humvoc_401.wav,False
/Users/amy/Desktop/new_soundhub/audio/human_vocal/data/neg/human_vocal-neg-humvoc_459.wav,False
/Users/amy/Desktop/new_soundhub/audio/human_vocal/data/neg/human_vocal-neg-humvoc_2.wav,False
/Users/amy/Desktop/new_soundhub/audio/human_vocal/data/neg/human_vocal-neg-humvoc_15.wav,False
/Users/amy/Desktop/new_soundhub/audio/human_vocal/data/neg/human_vocal-neg-humvoc_306.wav,False
/Users/amy/Desktop/new_soundhub/audio/human_vocal/data/neg/human_vocal-neg-humvoc_251.wav,False
/Users/amy/Desktop/new_soundhub/audio/human_vocal/data/neg/human_vocal-neg-humvoc_185.wav,False
/Users/amy/Desktop/new_soundhub/audio/human_vocal/data/neg/human_vocal-neg-humvoc_381.wav,False
/Users/amy/Desktop/new_soundhub/audio/human_vocal/data/neg/human_vocal-neg-humvoc_303.wav,False
/Users/amy/Desktop/new_soundhub/audio/human_vocal/data/neg/human_vocal-neg-humvoc_436.wav,False
/Users/amy/Desktop/new_soundhub/audio/human_vocal/data/neg/human_vocal-neg-humvoc_592.wav,False
/Users/amy/Desktop/new_soundhub/audio/human_vocal/data/neg/human_vocal-neg-humvoc_6.wav,False
/Users/amy/Desktop/new_soundhub/audio/human_vocal/data/neg/human_vocal-neg-humvoc_120.wav,False
/Users/amy/Desktop/new_soundhub/audio/human_vocal/data/neg/human_vocal-neg-humvoc_284.wav,False
/Users/amy/Desktop/new_soundhub/audio/human_vocal/data/neg/human_vocal-neg-humvoc_280.wav,False
/Users/amy/Desktop/new_soundhub/audio/human_vocal/data/neg/human_vocal-neg-humvoc_1.wav,False
/Users/amy/Desktop/new_soundhub/audio/human_vocal/data/neg/human_vocal-neg-humvoc_47.wav,False
/Users/amy/Desktop/new_soundhub/audio/human_vocal/data/neg/human_vocal-neg-humvoc_144.wav,False
/Users/amy/Desktop/new_soundhub/audio/human_vocal/data/neg/human_vocal-neg-humvoc_95.wav,False
/Users/amy/Desktop/new_soundhub/audio/human_vocal/data/neg/human_vocal-neg-humvoc_378.wav,False
/Users/amy/Desktop/new_soundhub/audio/human_vocal/data/neg/human_vocal-neg-humvoc_311.wav,False
/Users/amy/Desktop/new_soundhub/audio/human_vocal/data/neg/human_vocal-neg-humvoc_262.wav,False
/Users/amy/Desktop/new_soundhub/audio/human_vocal/data/neg/human_vocal-neg-humvoc_471.wav,False
