file,present
/Users/amy/Desktop/new_soundhub/audio/coyote/data/neg/coyote-neg-t-11031961_395_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/coyote/data/neg/coyote-neg-t-11031961_281_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/coyote/data/neg/coyote-neg-t-11031961_80_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/coyote/data/neg/coyote-neg-t-11031961_45_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/coyote/data/neg/coyote-neg-t-11031961_285_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/coyote/data/neg/coyote-neg-t-11031961_86_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/coyote/data/neg/coyote-neg-t-11031961_99_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/coyote/data/neg/coyote-neg-t-11031961_351_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/coyote/data/neg/coyote-neg-t-11031961_104_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/coyote/data/neg/coyote-neg-t-11031961_257_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/coyote/data/neg/coyote-neg-t-11031961_308_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/coyote/data/neg/coyote-neg-t-11031961_101_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/coyote/data/neg/coyote-neg-t-11031961_68_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/coyote/data/neg/coyote-neg-t-11031961_270_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/coyote/data/neg/coyote-neg-t-11031961_220_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/coyote/data/neg/coyote-neg-t-11031961_306_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/coyote/data/neg/coyote-neg-t-11031961_282_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/coyote/data/neg/coyote-neg-t-11031961_30_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/coyote/data/neg/coyote-neg-t-11031961_334_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/coyote/data/neg/coyote-neg-t-11031961_231_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/coyote/data/neg/coyote-neg-t-11031961_31_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/coyote/data/neg/coyote-neg-t-11031961_293_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/coyote/data/neg/coyote-neg-t-11031961_233_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/coyote/data/neg/coyote-neg-t-11031961_150_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/coyote/data/neg/coyote-neg-t-11031961_262_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/coyote/data/neg/coyote-neg-t-11031961_221_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/coyote/data/neg/coyote-neg-t-11031961_103_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/coyote/data/neg/coyote-neg-t-11031961_305_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/coyote/data/neg/coyote-neg-t-11031961_254_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/coyote/data/neg/coyote-neg-t-11031961_376_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/coyote/data/neg/coyote-neg-t-11031961_316_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/coyote/data/neg/coyote-neg-t-11031961_329_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/coyote/data/neg/coyote-neg-t-11031961_14_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/coyote/data/neg/coyote-neg-t-11031961_58_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/coyote/data/neg/coyote-neg-t-11031961_239_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/coyote/data/neg/coyote-neg-t-11031961_274_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/coyote/data/neg/coyote-neg-t-11031961_242_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/coyote/data/neg/coyote-neg-t-11031961_358_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/coyote/data/neg/coyote-neg-t-11031961_263_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/coyote/data/neg/coyote-neg-t-11031961_390_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/coyote/data/neg/coyote-neg-t-11031961_84_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/coyote/data/neg/coyote-neg-t-11031961_240_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/coyote/data/neg/coyote-neg-t-11031961_261_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/coyote/data/neg/coyote-neg-t-11031961_65_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/coyote/data/neg/coyote-neg-t-11031961_100_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/coyote/data/neg/coyote-neg-t-11031961_243_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/coyote/data/neg/coyote-neg-t-11031961_48_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/coyote/data/neg/coyote-neg-t-11031961_2_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/coyote/data/neg/coyote-neg-t-11031961_107_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/coyote/data/neg/coyote-neg-t-11031961_67_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/coyote/data/neg/coyote-neg-t-11031961_17_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/coyote/data/neg/coyote-neg-t-11031961_332_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/coyote/data/neg/coyote-neg-t-11031961_241_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/coyote/data/neg/coyote-neg-t-11031961_108_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/coyote/data/neg/coyote-neg-t-11031961_381_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/coyote/data/neg/coyote-neg-t-11031961_235_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/coyote/data/neg/coyote-neg-t-11031961_277_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/coyote/data/neg/coyote-neg-t-11031961_43_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/coyote/data/neg/coyote-neg-t-11031961_354_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/coyote/data/neg/coyote-neg-t-11031961_60_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/coyote/data/neg/coyote-neg-t-11031961_119_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/coyote/data/neg/coyote-neg-t-11031961_9_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/coyote/data/neg/coyote-neg-t-11031961_118_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/coyote/data/neg/coyote-neg-t-11031961_113_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/coyote/data/neg/coyote-neg-t-11031961_366_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/coyote/data/neg/coyote-neg-t-11031961_109_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/coyote/data/neg/coyote-neg-t-11031961_399_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/coyote/data/neg/coyote-neg-t-11031961_343_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/coyote/data/neg/coyote-neg-t-11031961_396_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/coyote/data/neg/coyote-neg-t-11031961_364_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/coyote/data/neg/coyote-neg-t-11031961_289_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/coyote/data/neg/coyote-neg-t-11031961_57_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/coyote/data/neg/coyote-neg-t-11031961_357_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/coyote/data/neg/coyote-neg-t-11031961_102_9sec_1_a.wav,False
