file,present
/Users/amy/Desktop/new_soundhub/audio/woodhouses_toad/data/neg/woodhouses_toad-neg-t-11113588_8.wav,False
/Users/amy/Desktop/new_soundhub/audio/woodhouses_toad/data/neg/woodhouses_toad-neg-t-11113588_399.wav,False
/Users/amy/Desktop/new_soundhub/audio/woodhouses_toad/data/neg/woodhouses_toad-neg-t-11031961_264_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/woodhouses_toad/data/neg/woodhouses_toad-neg-t-11113588_502.wav,False
/Users/amy/Desktop/new_soundhub/audio/woodhouses_toad/data/neg/woodhouses_toad-neg-t-11113588_136.wav,False
/Users/amy/Desktop/new_soundhub/audio/woodhouses_toad/data/neg/woodhouses_toad-neg-t-11113588_494.wav,False
/Users/amy/Desktop/new_soundhub/audio/woodhouses_toad/data/neg/woodhouses_toad-neg-t-11113588_546.wav,False
/Users/amy/Desktop/new_soundhub/audio/woodhouses_toad/data/neg/woodhouses_toad-neg-t-11113588_44.wav,False
/Users/amy/Desktop/new_soundhub/audio/woodhouses_toad/data/neg/woodhouses_toad-neg-t-11031961_273_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/woodhouses_toad/data/neg/woodhouses_toad-neg-t-11113588_28.wav,False
/Users/amy/Desktop/new_soundhub/audio/woodhouses_toad/data/neg/woodhouses_toad-neg-t-11113588_537.wav,False
/Users/amy/Desktop/new_soundhub/audio/woodhouses_toad/data/neg/woodhouses_toad-neg-t-11113588_73.wav,False
/Users/amy/Desktop/new_soundhub/audio/woodhouses_toad/data/neg/woodhouses_toad-neg-t-11031961_329_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/woodhouses_toad/data/neg/woodhouses_toad-neg-t-11113588_92.wav,False
/Users/amy/Desktop/new_soundhub/audio/woodhouses_toad/data/neg/woodhouses_toad-neg-t-11113588_787.wav,False
/Users/amy/Desktop/new_soundhub/audio/woodhouses_toad/data/neg/woodhouses_toad-neg-t-11113588_109.wav,False
/Users/amy/Desktop/new_soundhub/audio/woodhouses_toad/data/neg/woodhouses_toad-neg-t-11113588_62.wav,False
/Users/amy/Desktop/new_soundhub/audio/woodhouses_toad/data/neg/woodhouses_toad-neg-t-11113588_52.wav,False
/Users/amy/Desktop/new_soundhub/audio/woodhouses_toad/data/neg/woodhouses_toad-neg-t-11105570_800_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/woodhouses_toad/data/neg/woodhouses_toad-neg-t-11113588_586.wav,False
/Users/amy/Desktop/new_soundhub/audio/woodhouses_toad/data/neg/woodhouses_toad-neg-t-11113588_773.wav,False
/Users/amy/Desktop/new_soundhub/audio/woodhouses_toad/data/neg/woodhouses_toad-neg-t-11113588_511.wav,False
/Users/amy/Desktop/new_soundhub/audio/woodhouses_toad/data/neg/woodhouses_toad-neg-t-11113588_503.wav,False
/Users/amy/Desktop/new_soundhub/audio/woodhouses_toad/data/neg/woodhouses_toad-neg-t-11113588_10.wav,False
/Users/amy/Desktop/new_soundhub/audio/woodhouses_toad/data/neg/woodhouses_toad-neg-t-11113588_61.wav,False
/Users/amy/Desktop/new_soundhub/audio/woodhouses_toad/data/neg/woodhouses_toad-neg-t-11031961_251_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/woodhouses_toad/data/neg/woodhouses_toad-neg-t-11031961_295_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/woodhouses_toad/data/neg/woodhouses_toad-neg-t-11031961_300_9sec_1_a.wav,False
/Users/amy/Desktop/new_soundhub/audio/woodhouses_toad/data/neg/woodhouses_toad-neg-t-11113588_564.wav,False
